Pedido,Data pedido,Fornecedor,Data prevista,Data entregue,Status da Entrega,Pontualidade,Dias_para_Entrega,Dias_previsto,Predição_dias_para_Entrega,Predição_data_de_entrega
1171,2025-05-30,MUL,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
1172,2025-05-30,CM5,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
1173,2025-05-30,GPM GPM,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
1174,2025-05-30,GPM GPM,2025-06-03,2025-06-12,Entregue,Fora do Prazo,13.0,4,,
1175,2025-05-30,GPM GPM,2025-05-30,2025-06-06,Entregue,Fora do Prazo,7.0,0,,
1176,2025-05-30,GPM GPM,2025-06-06,2025-06-12,Entregue,Fora do Prazo,13.0,7,,
1177,2025-05-30,GPM GPM,2025-05-30,2025-06-02,Entregue,Fora do Prazo,3.0,0,,
1178,2025-05-30,GPM GPM,2025-05-30,2025-06-02,Entregue,Fora do Prazo,3.0,0,,
1179,2025-05-30,GPM GPM,2025-05-30,2025-06-02,Entregue,Fora do Prazo,3.0,0,,
1180,2025-05-30,GPM GPM,2025-05-30,2025-06-02,Entregue,Fora do Prazo,3.0,0,,
1181,2025-05-30,MJA,2025-05-30,2025-06-02,Entregue,Fora do Prazo,3.0,0,,
1182,2025-05-30,MJA,2025-05-30,2025-06-02,Entregue,Fora do Prazo,3.0,0,,
1183,2025-05-30,MJA,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
1184,2025-05-30,MJA,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
1185,2025-05-30,MJA,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
1186,2025-05-30,MJA,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
1187,2025-05-30,MJA,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
1188,2025-05-30,MJA,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
1189,2025-05-30,PB,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
1190,2025-05-30,PB,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
1191,2025-05-30,PB,2025-07-02,2025-06-30,Entregue,Dentro do prazo,31.0,33,,
1192,2025-05-30,PB,2025-07-02,2025-06-30,Entregue,Dentro do prazo,31.0,33,,
1193,2025-05-30,BCA,2025-07-02,2025-06-30,Entregue,Dentro do prazo,31.0,33,,
1194,2025-05-30,GPM GPM,2025-06-30,2025-06-30,Entregue,Dentro do prazo,31.0,31,,
1195,2025-05-30,GPM GPM,2025-06-30,2025-06-30,Entregue,Dentro do prazo,31.0,31,,
1196,2025-05-30,GPM GPM,2025-06-30,2025-06-20,Entregue,Dentro do prazo,21.0,31,,
1197,2025-05-30,GPM GPM,2025-06-30,2025-06-20,Entregue,Dentro do prazo,21.0,31,,
1198,2025-05-30,GPM GPM,2025-06-30,2025-06-30,Entregue,Dentro do prazo,31.0,31,,
1199,2025-05-30,GPM GPM,2025-06-30,2025-06-30,Entregue,Dentro do prazo,31.0,31,,
1200,2025-05-30,MUL,2025-06-30,2025-06-30,Entregue,Dentro do prazo,31.0,31,,
1204,2025-05-30,MUL,2025-05-30,2025-06-09,Entregue,Fora do Prazo,10.0,0,,
1205,2025-06-02,MUL,2025-06-02,2025-06-02,Entregue,Dentro do prazo,0.0,0,,
1206,2025-06-02,MUL,2025-06-02,2025-06-02,Entregue,Dentro do prazo,0.0,0,,
1207,2025-06-02,MUL,2025-06-02,2025-06-02,Entregue,Dentro do prazo,0.0,0,,
1208,2025-06-02,MUL,2025-06-02,2025-06-02,Entregue,Dentro do prazo,0.0,0,,
1209,2025-06-02,MUL,2025-06-02,2025-06-02,Entregue,Dentro do prazo,0.0,0,,
1210,2025-06-03,MUL,2025-06-03,2025-06-04,Entregue,Fora do Prazo,1.0,0,,
1211,2025-06-03,MUL,2025-06-03,2025-06-04,Entregue,Fora do Prazo,1.0,0,,
1212,2025-06-03,MUL,2025-06-03,2025-06-04,Entregue,Fora do Prazo,1.0,0,,
1213,2025-06-04,MUL,2025-06-04,2025-06-09,Entregue,Fora do Prazo,5.0,0,,
1214,2025-06-04,MUL,2025-06-04,2025-06-04,Entregue,Dentro do prazo,0.0,0,,
1215,2025-06-04,MUL,2025-06-04,2025-06-04,Entregue,Dentro do prazo,0.0,0,,
1216,2025-06-04,MUL,2025-06-04,2025-06-04,Entregue,Dentro do prazo,0.0,0,,
1217,2025-06-04,DLCA,2025-06-04,2025-06-04,Entregue,Dentro do prazo,0.0,0,,
1218,2025-06-04,DLCA,2025-06-04,2025-06-04,Entregue,Dentro do prazo,0.0,0,,
1219,2025-06-05,VC,2025-06-05,2025-06-09,Entregue,Fora do Prazo,4.0,0,,
1220,2025-06-05,KTCN,2025-06-05,2025-06-09,Entregue,Fora do Prazo,4.0,0,,
1221,2025-06-05,KTCN,2025-06-05,2025-06-09,Entregue,Fora do Prazo,4.0,0,,
1222,2025-06-05,KTCN,2025-06-05,2025-06-09,Entregue,Fora do Prazo,4.0,0,,
1223,2025-06-05,TRE,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1224,2025-06-05,DSC,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1225,2025-06-05,BICIE,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1226,2025-06-05,PB,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1227,2025-06-05,STO,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1228,2025-06-05,PB,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1229,2025-06-05,CMMH,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1230,2025-06-05,BIP,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1231,2025-06-05,BM,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1232,2025-06-05,BM,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1233,2025-06-05,CHNS,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1234,2025-06-05,CHNS,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1235,2025-06-05,ACDMH,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1236,2025-06-05,DLCA,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1237,2025-06-05,DLCA,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1238,2025-06-05,DLCA,2025-06-05,2025-06-06,Entregue,Fora do Prazo,1.0,0,,
1239,2025-06-06,ILC,2025-06-06,2025-06-06,Entregue,Dentro do prazo,0.0,0,,
1240,2025-06-06,JOW,2025-06-06,2025-06-06,Entregue,Dentro do prazo,0.0,0,,
1241,2025-06-06,JOW,2025-06-06,2025-06-06,Entregue,Dentro do prazo,0.0,0,,
1242,2025-06-06,JOW,2025-06-06,2025-06-06,Entregue,Dentro do prazo,0.0,0,,
1243,2025-06-06,STO,2025-06-06,2025-06-17,Entregue,Fora do Prazo,11.0,0,,
1244,2025-06-06,GPM GPM,2025-06-06,2025-06-10,Entregue,Fora do Prazo,4.0,0,,
1245,2025-06-06,MUL,2025-06-06,2025-06-09,Entregue,Fora do Prazo,3.0,0,,
1246,2025-06-06,MUL,2025-06-06,2025-06-09,Entregue,Fora do Prazo,3.0,0,,
1247,2025-06-06,PB,2025-06-06,2025-06-11,Entregue,Fora do Prazo,5.0,0,,
1248,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo,5.0,0,,
1249,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo,5.0,0,,
1250,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo,5.0,0,,
1251,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo,5.0,0,,
1252,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo,5.0,0,,
1253,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo,5.0,0,,
1254,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo,5.0,0,,
1255,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo,5.0,0,,
1256,2025-06-06,GPM GPM,2025-06-10,2025-06-11,Entregue,Fora do Prazo,5.0,4,,
1257,2025-06-06,PAS,2025-06-10,2025-06-11,Entregue,Fora do Prazo,5.0,4,,
1258,2025-06-06,STO,2025-06-09,2025-06-12,Entregue,Fora do Prazo,6.0,3,,
1259,2025-06-06,LCM,2025-06-09,2025-06-12,Entregue,Fora do Prazo,6.0,3,,
1260,2025-06-06,RMF,2025-06-06,2025-06-09,Entregue,Fora do Prazo,3.0,0,,
1261,2025-06-06,ACV,2025-06-06,2025-06-09,Entregue,Fora do Prazo,3.0,0,,
1262,2025-06-06,ACV,2025-06-06,2025-06-09,Entregue,Fora do Prazo,3.0,0,,
1263,2025-06-06,VC,2025-06-06,2025-06-09,Entregue,Fora do Prazo,3.0,0,,
1264,2025-06-06,VC,2025-06-06,2025-06-09,Entregue,Fora do Prazo,3.0,0,,
1265,2025-06-06,ACV,2025-06-06,2025-06-09,Entregue,Fora do Prazo,3.0,0,,
1266,2025-06-06,STO,2025-06-11,2025-06-12,Entregue,Fora do Prazo,6.0,5,,
1267,2025-06-06,STO,2025-06-06,2025-06-12,Entregue,Fora do Prazo,6.0,0,,
1268,2025-06-06,MDMEC,2025-06-06,2025-06-12,Entregue,Fora do Prazo,6.0,0,,
1269,2025-06-09,RIC,2025-06-09,2025-06-11,Entregue,Fora do Prazo,2.0,0,,
1270,2025-06-09,PIC,2025-06-09,2025-06-09,Entregue,Dentro do prazo,0.0,0,,
1271,2025-06-09,PIC,2025-06-09,2025-06-09,Entregue,Dentro do prazo,0.0,0,,
1272,2025-06-09,EST,2025-06-09,2025-06-11,Entregue,Fora do Prazo,2.0,0,,
1273,2025-06-09,RIC,2025-06-09,2025-06-11,Entregue,Fora do Prazo,2.0,0,,
1274,2025-06-09,RCSS,2025-06-09,2025-06-09,Entregue,Dentro do prazo,0.0,0,,
1275,2025-06-09,BCA,2025-06-09,2025-06-09,Entregue,Dentro do prazo,0.0,0,,
1276,2025-06-09,BCA,2025-06-09,2025-06-25,Entregue,Fora do Prazo,16.0,0,,
1277,2025-06-09,BCA,2025-06-09,2025-06-25,Entregue,Fora do Prazo,16.0,0,,
1278,2025-06-09,BCA,2025-06-25,2025-06-25,Entregue,Dentro do prazo,16.0,16,,
1279,2025-06-09,BCA,2025-06-09,2025-07-01,Entregue,Fora do Prazo,22.0,0,,
1280,2025-06-09,BICIE,2025-06-09,2025-06-10,Entregue,Fora do Prazo,1.0,0,,
1281,2025-06-09,VCZ,2025-06-09,2025-06-09,Entregue,Dentro do prazo,0.0,0,,
1282,2025-06-09,SRPA,2025-06-09,2025-06-09,Entregue,Dentro do prazo,0.0,0,,
1283,2025-06-09,SRPA,2025-06-09,2025-06-10,Entregue,Fora do Prazo,1.0,0,,
1284,2025-06-09,SWA,2025-06-09,2025-06-10,Entregue,Fora do Prazo,1.0,0,,
1285,2025-06-09,SWA,2025-06-09,2025-06-09,Entregue,Dentro do prazo,0.0,0,,
1286,2025-06-09,SWA,2025-06-11,2025-06-12,Entregue,Fora do Prazo,3.0,2,,
1287,2025-06-09,BCA,2025-06-09,2025-06-09,Entregue,Dentro do prazo,0.0,0,,
1288,2025-06-09,ENICA,2025-06-09,2025-06-09,Entregue,Dentro do prazo,0.0,0,,
1289,2025-06-09,TOD,2025-06-09,2025-06-09,Entregue,Dentro do prazo,0.0,0,,
1290,2025-06-09,TOD,2025-06-09,2025-06-09,Entregue,Dentro do prazo,0.0,0,,
1291,2025-06-09,TOD,2025-06-09,2025-06-09,Entregue,Dentro do prazo,0.0,0,,
1292,2025-06-09,TOD,2025-06-09,2025-06-09,Entregue,Dentro do prazo,0.0,0,,
1293,2025-06-09,TOD,2025-06-09,2025-06-11,Entregue,Fora do Prazo,2.0,0,,
1294,2025-06-09,HMC,2025-06-13,2025-06-17,Entregue,Fora do Prazo,8.0,4,,
1295,2025-06-09,RCM,2025-06-09,2025-06-11,Entregue,Fora do Prazo,2.0,0,,
1296,2025-06-09,SWA,2025-06-09,2025-06-10,Entregue,Fora do Prazo,1.0,0,,
1297,2025-06-09,SWA,2025-06-09,2025-06-10,Entregue,Fora do Prazo,1.0,0,,
1298,2025-06-09,SWA,2025-06-09,2025-06-10,Entregue,Fora do Prazo,1.0,0,,
1299,2025-06-09,MOLE,2025-06-09,2025-06-10,Entregue,Fora do Prazo,1.0,0,,
1300,2025-06-09,MOLE,2025-06-09,2025-06-10,Entregue,Fora do Prazo,1.0,0,,
1301,2025-06-09,MJA,2025-06-09,2025-06-10,Entregue,Fora do Prazo,1.0,0,,
1302,2025-06-10,TOD,2025-06-10,2025-06-11,Entregue,Fora do Prazo,1.0,0,,
1303,2025-06-10,MUL,2025-06-10,2025-06-11,Entregue,Fora do Prazo,1.0,0,,
1304,2025-06-10,PB,2025-06-10,2025-06-10,Entregue,Dentro do prazo,0.0,0,,
1305,2025-06-10,PB,2025-06-10,2025-06-10,Entregue,Dentro do prazo,0.0,0,,
1306,2025-06-10,PB,2025-06-10,2025-06-11,Entregue,Fora do Prazo,1.0,0,,
1307,2025-06-10,PIN,2025-06-10,2025-06-12,Entregue,Fora do Prazo,2.0,0,,
1308,2025-06-10,PB,2025-06-10,2025-06-10,Entregue,Dentro do prazo,0.0,0,,
1309,2025-06-10,DCS,2025-06-10,2025-06-11,Entregue,Fora do Prazo,1.0,0,,
1310,2025-06-10,MJA,2025-06-10,2025-06-12,Entregue,Fora do Prazo,2.0,0,,
1311,2025-06-10,MJA,2025-06-10,2025-06-12,Entregue,Fora do Prazo,2.0,0,,
1312,2025-06-10,TOD,2025-06-13,2025-06-11,Entregue,Dentro do prazo,1.0,3,,
1313,2025-06-11,JPM,2025-06-11,2025-06-12,Entregue,Fora do Prazo,1.0,0,,
1314,2025-06-11,MJA,2025-06-11,2025-06-12,Entregue,Fora do Prazo,1.0,0,,
1315,2025-06-11,VC,2025-06-11,2025-06-12,Entregue,Fora do Prazo,1.0,0,,
1316,2025-06-11,ALRT,2025-06-11,2025-06-12,Entregue,Fora do Prazo,1.0,0,,
1317,2025-06-11,ALRT,2025-06-11,2025-06-12,Entregue,Fora do Prazo,1.0,0,,
1318,2025-06-11,ALRT,2025-06-11,2025-06-12,Entregue,Fora do Prazo,1.0,0,,
1319,2025-06-11,ALRT,2025-06-11,2025-06-12,Entregue,Fora do Prazo,1.0,0,,
1320,2025-06-11,ALRT,2025-06-16,2025-06-17,Entregue,Fora do Prazo,6.0,5,,
1321,2025-06-11,ALRT,2025-06-16,2025-06-17,Entregue,Fora do Prazo,6.0,5,,
1322,2025-06-12,ALRT,2025-06-12,2025-06-12,Entregue,Dentro do prazo,0.0,0,,
1323,2025-06-12,MF,2025-06-12,2025-06-12,Entregue,Dentro do prazo,0.0,0,,
1324,2025-06-12,MF,2025-06-12,2025-06-12,Entregue,Dentro do prazo,0.0,0,,
1325,2025-06-12,CCT,2025-06-13,2025-06-17,Entregue,Fora do Prazo,5.0,1,,
1326,2025-06-12,CCT,2025-06-12,2025-06-16,Entregue,Fora do Prazo,4.0,0,,
1327,2025-06-12,STO,2025-06-12,2025-06-12,Entregue,Dentro do prazo,0.0,0,,
1328,2025-06-12,DCS,2025-06-12,2025-06-16,Entregue,Fora do Prazo,4.0,0,,
1329,2025-06-12,STO,2025-06-12,2025-06-16,Entregue,Fora do Prazo,4.0,0,,
1330,2025-06-12,STO,2025-06-12,2025-06-16,Entregue,Fora do Prazo,4.0,0,,
1331,2025-06-12,FT,2025-06-12,2025-06-16,Entregue,Fora do Prazo,4.0,0,,
1332,2025-06-13,PB,2025-06-13,2025-06-16,Entregue,Fora do Prazo,3.0,0,,
1333,2025-06-13,MJA,2025-06-13,2025-06-16,Entregue,Fora do Prazo,3.0,0,,
1334,2025-06-13,AEA,2025-06-13,2025-06-16,Entregue,Fora do Prazo,3.0,0,,
1335,2025-06-13,AEA,2025-06-17,2025-06-20,Entregue,Fora do Prazo,7.0,4,,
1336,2025-06-13,MJA,2025-06-13,2025-06-16,Entregue,Fora do Prazo,3.0,0,,
1337,2025-06-13,RTPS,2025-06-13,2025-06-18,Entregue,Fora do Prazo,5.0,0,,
1338,2025-06-13,WGA,2025-06-13,2025-06-18,Entregue,Fora do Prazo,5.0,0,,
1339,2025-06-13,FT,2025-06-13,2025-06-18,Entregue,Fora do Prazo,5.0,0,,
1340,2025-06-13,FT,2025-06-13,2025-06-18,Entregue,Fora do Prazo,5.0,0,,
1341,2025-06-13,FT,2025-06-13,2025-06-18,Entregue,Fora do Prazo,5.0,0,,
1342,2025-06-13,FT,2025-06-13,2025-06-18,Entregue,Fora do Prazo,5.0,0,,
1343,2025-06-13,FT,2025-06-13,2025-06-18,Entregue,Fora do Prazo,5.0,0,,
1344,2025-06-13,FT,2025-06-13,2025-06-13,Entregue,Dentro do prazo,0.0,0,,
1345,2025-06-13,FT,2025-06-13,2025-06-13,Entregue,Dentro do prazo,0.0,0,,
1346,2025-06-16,FT,2025-06-18,2025-06-20,Entregue,Fora do Prazo,4.0,2,,
1347,2025-06-16,FT,2025-06-18,2025-06-20,Entregue,Fora do Prazo,4.0,2,,
1348,2025-06-16,VC,2025-06-18,2025-06-20,Entregue,Fora do Prazo,4.0,2,,
1349,2025-06-16,VC,2025-06-19,2025-06-20,Entregue,Fora do Prazo,4.0,3,,
1350,2025-06-16,VC,2025-06-25,2025-07-07,Entregue,Fora do Prazo,21.0,9,,
1351,2025-06-16,SAP,2025-06-16,2025-06-24,Entregue,Fora do Prazo,8.0,0,,
1352,2025-06-17,TOD,2025-06-17,2025-06-17,Entregue,Dentro do prazo,0.0,0,,
1353,2025-06-17,MJA,2025-06-17,2025-06-17,Entregue,Dentro do prazo,0.0,0,,
1354,2025-06-17,AB,2025-06-17,2025-06-17,Entregue,Dentro do prazo,0.0,0,,
1355,2025-06-17,STO,2025-06-17,2025-06-17,Entregue,Dentro do prazo,0.0,0,,
1356,2025-06-17,PB,2025-06-17,2025-06-17,Entregue,Dentro do prazo,0.0,0,,
1357,2025-06-17,JOW,2025-06-20,2025-07-04,Entregue,Fora do Prazo,17.0,3,,
1358,2025-06-17,JOW,2025-06-17,2025-06-18,Entregue,Fora do Prazo,1.0,0,,
1359,2025-06-17,JOW,2025-06-17,2025-06-23,Entregue,Fora do Prazo,6.0,0,,
1360,2025-06-17,PB,2025-06-17,2025-06-23,Entregue,Fora do Prazo,6.0,0,,
1361,2025-06-17,BFPS,2025-06-17,2025-06-23,Entregue,Fora do Prazo,6.0,0,,
1362,2025-06-17,TOD,2025-06-17,2025-06-23,Entregue,Fora do Prazo,6.0,0,,
1363,2025-06-17,TOD,2025-06-17,2025-06-23,Entregue,Fora do Prazo,6.0,0,,
1364,2025-06-17,TOD,2025-06-17,2025-06-23,Entregue,Fora do Prazo,6.0,0,,
1365,2025-06-17,AFE,2025-06-17,2025-06-23,Entregue,Fora do Prazo,6.0,0,,
1366,2025-06-17,AFE,2025-06-17,2025-06-23,Entregue,Fora do Prazo,6.0,0,,
1367,2025-06-17,FSS,2025-06-17,2025-06-23,Entregue,Fora do Prazo,6.0,0,,
1368,2025-06-17,CM,2025-06-17,2025-06-23,Entregue,Fora do Prazo,6.0,0,,
1371,2025-06-17,ACDMH,2025-06-18,2025-06-30,Entregue,Fora do Prazo,13.0,1,,
1372,2025-06-17,VC,2025-06-17,2025-06-20,Entregue,Fora do Prazo,3.0,0,,
1373,2025-06-18,PB,2025-06-18,2025-07-08,Entregue,Fora do Prazo,20.0,0,,
1374,2025-06-18,LCM,2025-06-18,2025-06-20,Entregue,Fora do Prazo,2.0,0,,
1375,2025-06-18,DLCA,2025-06-20,2025-06-30,Entregue,Fora do Prazo,12.0,2,,
1376,2025-06-18,DLCA,2025-06-18,2025-06-20,Entregue,Fora do Prazo,2.0,0,,
1377,2025-06-18,DLCA,2025-06-18,2025-06-30,Entregue,Fora do Prazo,12.0,0,,
1378,2025-06-18,DLCA,2025-06-18,2025-06-30,Entregue,Fora do Prazo,12.0,0,,
1379,2025-06-18,JOW,2025-06-18,2025-06-30,Entregue,Fora do Prazo,12.0,0,,
1380,2025-06-18,CDMICT,2025-06-18,2025-06-20,Entregue,Fora do Prazo,2.0,0,,
1381,2025-06-18,SWA,2025-06-18,2025-06-30,Entregue,Fora do Prazo,12.0,0,,
1382,2025-06-18,JPM,2025-06-18,2025-06-20,Entregue,Fora do Prazo,2.0,0,,
1383,2025-06-18,CM,2025-06-18,2025-06-23,Entregue,Fora do Prazo,5.0,0,,
1384,2025-06-18,CM,2025-06-18,2025-06-23,Entregue,Fora do Prazo,5.0,0,,
1385,2025-06-18,CM,2025-06-20,2025-06-23,Entregue,Fora do Prazo,5.0,2,,
1386,2025-06-18,CM,2025-06-20,2025-06-23,Entregue,Fora do Prazo,5.0,2,,
1387,2025-06-18,CM,2025-06-18,2025-06-20,Entregue,Fora do Prazo,2.0,0,,
1388,2025-06-18,DLCA,2025-06-18,2025-06-20,Entregue,Fora do Prazo,2.0,0,,
1389,2025-06-20,JPM,2025-06-20,2025-06-27,Entregue,Fora do Prazo,7.0,0,,
1390,2025-06-20,EMSPPA,2025-06-20,2025-06-20,Entregue,Dentro do prazo,0.0,0,,
1392,2025-06-20,SGB,2025-06-23,2025-07-01,Entregue,Fora do Prazo,11.0,3,,
1393,2025-06-20,SGB,2025-06-20,2025-06-20,Entregue,Dentro do prazo,0.0,0,,
1394,2025-06-20,SGB,2025-06-20,2025-06-23,Entregue,Fora do Prazo,3.0,0,,
1395,2025-06-20,VC,2025-06-30,2025-06-30,Entregue,Dentro do prazo,10.0,10,,
1396,2025-06-20,CIDB,2025-06-30,2025-06-30,Entregue,Dentro do prazo,10.0,10,,
1397,2025-06-20,MTLEC,2025-06-30,2025-06-30,Entregue,Dentro do prazo,10.0,10,,
1398,2025-06-20,WEPP,2025-06-30,2025-06-30,Entregue,Dentro do prazo,10.0,10,,
1399,2025-06-20,VC,2025-06-30,2025-06-30,Entregue,Dentro do prazo,10.0,10,,
1400,2025-06-20,MRFC,2025-06-30,2025-07-11,Entregue,Fora do Prazo,21.0,10,,
1401,2025-06-20,RCSS,2025-06-20,2025-06-23,Entregue,Fora do Prazo,3.0,0,,
1402,2025-06-20,OBIC,2025-06-20,2025-06-23,Entregue,Fora do Prazo,3.0,0,,
1409,2025-06-20,ALRT,2025-06-20,2025-06-30,Entregue,Fora do Prazo,10.0,0,,
1410,2025-06-20,ALRT,2025-06-20,2025-06-23,Entregue,Fora do Prazo,3.0,0,,
1411,2025-06-20,ALRT,2025-06-20,2025-06-23,Entregue,Fora do Prazo,3.0,0,,
1412,2025-06-20,ALRT,2025-06-20,2025-06-23,Entregue,Fora do Prazo,3.0,0,,
1413,2025-06-23,RCM,2025-06-25,2025-07-04,Entregue,Fora do Prazo,11.0,2,,
1414,2025-06-23,SWA6,2025-07-07,2025-07-04,Entregue,Dentro do prazo,11.0,14,,
1415,2025-06-23,HHC,2025-07-07,2025-07-04,Entregue,Dentro do prazo,11.0,14,,
1416,2025-06-23,CHNS,2025-07-07,2025-07-04,Entregue,Dentro do prazo,11.0,14,,
1418,2025-06-23,EST,2025-06-23,2025-06-23,Entregue,Dentro do prazo,0.0,0,,
1421,2025-06-23,EST,2025-06-23,2025-06-25,Entregue,Fora do Prazo,2.0,0,,
1422,2025-06-23,VCZ,2025-06-23,2025-06-25,Entregue,Fora do Prazo,2.0,0,,
1423,2025-06-23,MOLE,2025-07-04,2025-07-11,Entregue,Fora do Prazo,18.0,11,,
1424,2025-06-23,VC,2025-06-23,2025-06-25,Entregue,Fora do Prazo,2.0,0,,
1425,2025-06-23,HMC,2025-06-23,2025-06-25,Entregue,Fora do Prazo,2.0,0,,
1426,2025-06-24,HMC,2025-06-24,2025-06-30,Entregue,Fora do Prazo,6.0,0,,
1427,2025-06-24,HMC,2025-06-24,2025-06-24,Entregue,Dentro do prazo,0.0,0,,
1428,2025-06-24,HMC,2025-06-24,2025-06-24,Entregue,Dentro do prazo,0.0,0,,
1429,2025-06-24,HMC,2025-06-24,2025-06-30,Entregue,Fora do Prazo,6.0,0,,
1430,2025-06-24,HMC,2025-06-24,2025-06-25,Entregue,Fora do Prazo,1.0,0,,
1431,2025-06-24,HMC,2025-06-24,2025-06-25,Entregue,Fora do Prazo,1.0,0,,
1432,2025-06-24,HMC,2025-06-24,2025-06-25,Entregue,Fora do Prazo,1.0,0,,
1433,2025-06-24,HMC,2025-06-24,2025-06-25,Entregue,Fora do Prazo,1.0,0,,
1434,2025-06-24,HMC,2025-06-24,2025-06-30,Entregue,Fora do Prazo,6.0,0,,
1435,2025-06-24,MCA,2025-06-24,2025-06-30,Entregue,Fora do Prazo,6.0,0,,
1436,2025-06-25,MCA,2025-06-25,2025-06-26,Entregue,Fora do Prazo,1.0,0,,
1437,2025-06-25,MCA,2025-06-25,2025-07-04,Entregue,Fora do Prazo,9.0,0,,
1438,2025-06-25,DLCA,2025-07-04,2025-07-04,Entregue,Dentro do prazo,9.0,9,,
1443,2025-06-25,KTCN,2025-06-25,2025-07-04,Entregue,Fora do Prazo,9.0,0,,
1444,2025-06-25,CHNS,2025-06-25,2025-06-27,Entregue,Fora do Prazo,2.0,0,,
1445,2025-06-26,RPCT,2025-06-30,2025-07-04,Entregue,Fora do Prazo,8.0,4,,
1446,2025-06-26,RPCT,2025-06-26,2025-07-02,Entregue,Fora do Prazo,6.0,0,,
1447,2025-06-26,RPCT,2025-06-26,2025-07-02,Entregue,Fora do Prazo,6.0,0,,
1448,2025-06-26,RPCT,2025-06-26,2025-07-02,Entregue,Fora do Prazo,6.0,0,,
1449,2025-06-26,RPCT,2025-06-26,2025-07-02,Entregue,Fora do Prazo,6.0,0,,
1450,2025-06-26,RPCT,2025-06-26,2025-07-02,Entregue,Fora do Prazo,6.0,0,,
1451,2025-06-26,AFE,2025-06-26,2025-07-02,Entregue,Fora do Prazo,6.0,0,,
1452,2025-06-26,MJA,2025-06-26,2025-07-02,Entregue,Fora do Prazo,6.0,0,,
1453,2025-06-26,MJA,2025-06-26,2025-07-02,Entregue,Fora do Prazo,6.0,0,,
1454,2025-06-26,MJA,2025-06-26,2025-07-02,Entregue,Fora do Prazo,6.0,0,,
1455,2025-06-26,MJA,2025-06-26,2025-07-02,Entregue,Fora do Prazo,6.0,0,,
1456,2025-06-26,PB,2025-06-27,2025-07-08,Entregue,Fora do Prazo,12.0,1,,
1457,2025-06-26,PB,2025-06-27,2025-07-08,Entregue,Fora do Prazo,12.0,1,,
1458,2025-06-26,MOLE,2025-06-27,2025-07-08,Entregue,Fora do Prazo,12.0,1,,
1465,2025-06-27,SGB,2025-06-27,2025-07-01,Entregue,Fora do Prazo,4.0,0,,
1466,2025-06-27,SRPA,2025-06-27,2025-07-01,Entregue,Fora do Prazo,4.0,0,,
1467,2025-06-27,SRPA,2025-06-27,2025-07-01,Entregue,Fora do Prazo,4.0,0,,
1468,2025-06-27,SRPA,2025-06-27,2025-07-01,Entregue,Fora do Prazo,4.0,0,,
1469,2025-06-27,SRPA,2025-06-27,2025-07-01,Entregue,Fora do Prazo,4.0,0,,
1470,2025-06-27,MCA,2025-06-27,2025-07-01,Entregue,Fora do Prazo,4.0,0,,
1471,2025-06-27,SRPA,2025-06-27,2025-06-27,Entregue,Dentro do prazo,0.0,0,,
