Pedido,Data pedido,Fornecedor,Data prevista,Data entregue,Status da Entrega,Pontualidade
1358,2025-06-17,JOW,2025-06-17,2025-06-18,Entregue,Fora do Prazo
1359,2025-06-17,JOW,2025-06-17,2025-06-23,Entregue,Fora do Prazo
1360,2025-06-17,PB,2025-06-17,2025-06-23,Entregue,Fora do Prazo
1361,2025-06-17,BFPS,2025-06-17,2025-06-23,Entregue,Fora do Prazo
1362,2025-06-17,TOD,2025-06-17,2025-06-23,Entregue,Fora do Prazo
1363,2025-06-17,TOD,2025-06-17,2025-06-23,Entregue,Fora do Prazo
1364,2025-06-17,TOD,2025-06-17,2025-06-23,Entregue,Fora do Prazo
1365,2025-06-17,AFE,2025-06-17,2025-06-23,Entregue,Fora do Prazo
1366,2025-06-17,AFE,2025-06-17,2025-06-23,Entregue,Fora do Prazo
1367,2025-06-17,FSS,2025-06-17,2025-06-23,Entregue,Fora do Prazo
1368,2025-06-17,CM,2025-06-17,2025-06-23,Entregue,Fora do Prazo
1369,2025-06-17,CIMDE,2025-06-20,,Não entregue,
1370,2025-06-17,MJA,2025-06-20,,Não entregue,
1371,2025-06-17,ACDMH,2025-06-18,2025-06-30,Entregue,Fora do Prazo
1372,2025-06-17,VC,2025-06-17,2025-06-20,Entregue,Fora do Prazo
1373,2025-06-18,PB,2025-06-18,2025-07-08,Entregue,Fora do Prazo
1374,2025-06-18,LCM,2025-06-18,2025-06-20,Entregue,Fora do Prazo
1375,2025-06-18,DLCA,2025-06-20,2025-06-30,Entregue,Fora do Prazo
1376,2025-06-18,DLCA,2025-06-18,2025-06-20,Entregue,Fora do Prazo
1377,2025-06-18,DLCA,2025-06-18,2025-06-30,Entregue,Fora do Prazo
1378,2025-06-18,DLCA,2025-06-18,2025-06-30,Entregue,Fora do Prazo
1379,2025-06-18,JOW,2025-06-18,2025-06-30,Entregue,Fora do Prazo
1380,2025-06-18,CDMICT,2025-06-18,2025-06-20,Entregue,Fora do Prazo
1381,2025-06-18,SWA,2025-06-18,2025-06-30,Entregue,Fora do Prazo
1382,2025-06-18,JPM,2025-06-18,2025-06-20,Entregue,Fora do Prazo
1383,2025-06-18,CM,2025-06-18,2025-06-23,Entregue,Fora do Prazo
1384,2025-06-18,CM,2025-06-18,2025-06-23,Entregue,Fora do Prazo
1385,2025-06-18,CM,2025-06-20,2025-06-23,Entregue,Fora do Prazo
1386,2025-06-18,CM,2025-06-20,2025-06-23,Entregue,Fora do Prazo
1387,2025-06-18,CM,2025-06-18,2025-06-20,Entregue,Fora do Prazo
1388,2025-06-18,DLCA,2025-06-18,2025-06-20,Entregue,Fora do Prazo
1389,2025-06-20,JPM,2025-06-20,2025-06-27,Entregue,Fora do Prazo
1390,2025-06-20,EMSPPA,2025-06-20,2025-06-20,Entregue,Dentro do prazo
1391,2025-06-20,EMSPPA,2025-06-23,,Não entregue,
1392,2025-06-20,SGB,2025-06-23,2025-07-01,Entregue,Fora do Prazo
1393,2025-06-20,SGB,2025-06-20,2025-06-20,Entregue,Dentro do prazo
1394,2025-06-20,SGB,2025-06-20,2025-06-23,Entregue,Fora do Prazo
1395,2025-06-20,VC,2025-06-30,2025-06-30,Entregue,Dentro do prazo
1396,2025-06-20,CIDB,2025-06-30,2025-06-30,Entregue,Dentro do prazo
1397,2025-06-20,MTLEC,2025-06-30,2025-06-30,Entregue,Dentro do prazo
1398,2025-06-20,WEPP,2025-06-30,2025-06-30,Entregue,Dentro do prazo
1399,2025-06-20,VC,2025-06-30,2025-06-30,Entregue,Dentro do prazo
1400,2025-06-20,MRFC,2025-06-30,2025-07-11,Entregue,Fora do Prazo
1401,2025-06-20,RCSS,2025-06-20,2025-06-23,Entregue,Fora do Prazo
1402,2025-06-20,OBIC,2025-06-20,2025-06-23,Entregue,Fora do Prazo
1403,2025-06-20,RCSS,2025-06-20,,Não entregue,
1404,2025-06-20,RCSS,2025-06-20,,Não entregue,
1405,2025-06-20,SRPA,2025-06-20,,Não entregue,
1406,2025-06-20,MCA,2025-06-20,,Não entregue,
1407,2025-06-20,MCA,2025-06-20,,Não entregue,
1408,2025-06-20,RCM,2025-06-20,,Não entregue,
1409,2025-06-20,ALRT,2025-06-20,2025-06-30,Entregue,Fora do Prazo
1410,2025-06-20,ALRT,2025-06-20,2025-06-23,Entregue,Fora do Prazo
1411,2025-06-20,ALRT,2025-06-20,2025-06-23,Entregue,Fora do Prazo
1412,2025-06-20,ALRT,2025-06-20,2025-06-23,Entregue,Fora do Prazo
1413,2025-06-23,RCM,2025-06-25,2025-07-04,Entregue,Fora do Prazo
1414,2025-06-23,SWA6,2025-07-07,2025-07-04,Entregue,Dentro do prazo
1415,2025-06-23,HHC,2025-07-07,2025-07-04,Entregue,Dentro do prazo
1416,2025-06-23,CHNS,2025-07-07,2025-07-04,Entregue,Dentro do prazo
1417,2025-06-23,CHNS,2025-07-11,,Não entregue,
1418,2025-06-23,EST,2025-06-23,2025-06-23,Entregue,Dentro do prazo
1419,2025-06-23,EST,2025-07-04,,Não entregue,
1420,2025-06-23,EST,2025-07-02,,Não entregue,
1421,2025-06-23,EST,2025-06-23,2025-06-25,Entregue,Fora do Prazo
1422,2025-06-23,VCZ,2025-06-23,2025-06-25,Entregue,Fora do Prazo
1423,2025-06-23,MOLE,2025-07-04,2025-07-11,Entregue,Fora do Prazo
1424,2025-06-23,VC,2025-06-23,2025-06-25,Entregue,Fora do Prazo
1425,2025-06-23,HMC,2025-06-23,2025-06-25,Entregue,Fora do Prazo
1426,2025-06-24,HMC,2025-06-24,2025-06-30,Entregue,Fora do Prazo
1427,2025-06-24,HMC,2025-06-24,2025-06-24,Entregue,Dentro do prazo
1428,2025-06-24,HMC,2025-06-24,2025-06-24,Entregue,Dentro do prazo
1429,2025-06-24,HMC,2025-06-24,2025-06-30,Entregue,Fora do Prazo
1430,2025-06-24,HMC,2025-06-24,2025-06-25,Entregue,Fora do Prazo
1431,2025-06-24,HMC,2025-06-24,2025-06-25,Entregue,Fora do Prazo
1432,2025-06-24,HMC,2025-06-24,2025-06-25,Entregue,Fora do Prazo
1433,2025-06-24,HMC,2025-06-24,2025-06-25,Entregue,Fora do Prazo
1434,2025-06-24,HMC,2025-06-24,2025-06-30,Entregue,Fora do Prazo
1435,2025-06-24,MCA,2025-06-24,2025-06-30,Entregue,Fora do Prazo
1436,2025-06-25,MCA,2025-06-25,2025-06-26,Entregue,Fora do Prazo
1437,2025-06-25,MCA,2025-06-25,2025-07-04,Entregue,Fora do Prazo
1438,2025-06-25,DLCA,2025-07-04,2025-07-04,Entregue,Dentro do prazo
1439,2025-06-25,BIP,2025-07-12,,Não entregue,
1440,2025-06-25,BM,2025-07-12,,Não entregue,
1441,2025-06-25,BM,2025-07-12,,Não entregue,
1442,2025-06-25,KTCN,2025-07-12,,Não entregue,
1443,2025-06-25,KTCN,2025-06-25,2025-07-04,Entregue,Fora do Prazo
1444,2025-06-25,CHNS,2025-06-25,2025-06-27,Entregue,Fora do Prazo
1445,2025-06-26,RPCT,2025-06-30,2025-07-04,Entregue,Fora do Prazo
1446,2025-06-26,RPCT,2025-06-26,2025-07-02,Entregue,Fora do Prazo
1447,2025-06-26,RPCT,2025-06-26,2025-07-02,Entregue,Fora do Prazo
1448,2025-06-26,RPCT,2025-06-26,2025-07-02,Entregue,Fora do Prazo
1449,2025-06-26,RPCT,2025-06-26,2025-07-02,Entregue,Fora do Prazo
1450,2025-06-26,RPCT,2025-06-26,2025-07-02,Entregue,Fora do Prazo
1451,2025-06-26,AFE,2025-06-26,2025-07-02,Entregue,Fora do Prazo
1452,2025-06-26,MJA,2025-06-26,2025-07-02,Entregue,Fora do Prazo
1453,2025-06-26,MJA,2025-06-26,2025-07-02,Entregue,Fora do Prazo
1454,2025-06-26,MJA,2025-06-26,2025-07-02,Entregue,Fora do Prazo
1455,2025-06-26,MJA,2025-06-26,2025-07-02,Entregue,Fora do Prazo
1456,2025-06-26,PB,2025-06-27,2025-07-08,Entregue,Fora do Prazo
1457,2025-06-26,PB,2025-06-27,2025-07-08,Entregue,Fora do Prazo
1458,2025-06-26,MOLE,2025-06-27,2025-07-08,Entregue,Fora do Prazo
1459,2025-06-26,RAGS,2025-06-30,,Não entregue,
1460,2025-06-26,PB,2025-07-16,,Não entregue,
1461,2025-06-26,MR,2025-07-16,,Não entregue,
1462,2025-06-26,MR,2025-07-16,,Não entregue,
1463,2025-06-26,MR,2025-07-12,,Não entregue,
1464,2025-06-26,MR,2025-07-12,,Não entregue,
1465,2025-06-27,SGB,2025-06-27,2025-07-01,Entregue,Fora do Prazo
1466,2025-06-27,SRPA,2025-06-27,2025-07-01,Entregue,Fora do Prazo
1467,2025-06-27,SRPA,2025-06-27,2025-07-01,Entregue,Fora do Prazo
1468,2025-06-27,SRPA,2025-06-27,2025-07-01,Entregue,Fora do Prazo
1469,2025-06-27,SRPA,2025-06-27,2025-07-01,Entregue,Fora do Prazo
1470,2025-06-27,MCA,2025-06-27,2025-07-01,Entregue,Fora do Prazo
1471,2025-06-27,SRPA,2025-06-27,2025-06-27,Entregue,Dentro do prazo
1472,2025-06-27,SRPA,2025-06-27,2025-06-30,Entregue,Fora do Prazo
1473,2025-06-27,SRPA,2025-06-27,2025-06-30,Entregue,Fora do Prazo
1474,2025-06-27,JMCT,2025-06-27,2025-06-30,Entregue,Fora do Prazo
1475,2025-06-27,WCI,2025-06-27,2025-06-30,Entregue,Fora do Prazo
1476,2025-06-27,WCI,2025-06-27,2025-06-30,Entregue,Fora do Prazo
1477,2025-06-27,WCI,2025-06-27,2025-06-30,Entregue,Fora do Prazo
1478,2025-06-27,WCI,2025-06-27,2025-06-27,Entregue,Dentro do prazo
1479,2025-06-27,VCZ,2025-06-27,2025-06-27,Entregue,Dentro do prazo
1480,2025-06-27,DCD,2025-06-27,2025-07-02,Entregue,Fora do Prazo
1481,2025-06-27,VC,2025-06-27,2025-07-01,Entregue,Fora do Prazo
1482,2025-06-27,VTA,2025-07-07,,Não entregue,
1483,2025-06-27,VC,2025-07-07,,Não entregue,
1484,2025-06-27,MJA,2025-07-07,,Não entregue,
1485,2025-06-27,MJA,2025-07-07,,Não entregue,
1486,2025-06-27,SVGM,2025-07-12,2025-07-04,Entregue,Dentro do prazo
1487,2025-06-27,SVGM,2025-06-27,2025-07-01,Entregue,Fora do Prazo
1488,2025-06-27,SVGM,2025-06-27,2025-07-01,Entregue,Fora do Prazo
1489,2025-06-27,LNCE,2025-06-30,2025-07-01,Entregue,Fora do Prazo
1490,2025-06-27,PMIC,2025-06-30,2025-07-01,Entregue,Fora do Prazo
1491,2025-06-27,MJA,2025-06-27,2025-07-02,Entregue,Fora do Prazo
1492,2025-06-27,PMIC,2025-06-27,2025-07-01,Entregue,Fora do Prazo
1493,2025-06-27,RCO SME,2025-06-27,2025-07-01,Entregue,Fora do Prazo
1494,2025-06-27,RCO SME,2025-06-27,2025-07-01,Entregue,Fora do Prazo
1495,2025-06-27,RCO SME,2025-06-27,2025-06-30,Entregue,Fora do Prazo
1496,2025-06-27,MUL,2025-07-27,,Não entregue,
1497,2025-06-27,CM6,2025-07-27,,Não entregue,
1498,2025-06-27,GPM GPM,2025-07-27,,Não entregue,
1499,2025-06-27,GPM GPM,2025-07-27,,Não entregue,
1500,2025-06-30,GPM GPM,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1501,2025-06-30,GPM GPM,2025-06-30,2025-07-04,Entregue,Fora do Prazo
1502,2025-06-30,GPM GPM,2025-06-30,2025-06-30,Entregue,Dentro do prazo
1503,2025-06-30,GPM GPM,2025-07-03,2025-07-11,Entregue,Fora do Prazo
1504,2025-06-30,GPM GPM,2025-06-30,2025-07-01,Entregue,Fora do Prazo
1505,2025-07-01,GPM GPM,2025-07-01,2025-07-04,Entregue,Fora do Prazo
1506,2025-07-01,MJA,2025-07-01,2025-07-04,Entregue,Fora do Prazo
1507,2025-07-01,MJA,2025-07-01,2025-07-04,Entregue,Fora do Prazo
1508,2025-07-01,MJA,2025-07-25,,Não entregue,
1509,2025-07-01,MJA,2025-07-01,2025-07-04,Entregue,Fora do Prazo
1510,2025-07-01,MJA,2025-07-03,2025-07-11,Entregue,Fora do Prazo
1511,2025-07-01,MJA,2025-07-01,2025-07-11,Entregue,Fora do Prazo
1512,2025-07-01,MJA,2025-07-01,2025-07-02,Entregue,Fora do Prazo
1513,2025-07-01,MJA,2025-07-24,,Não entregue,
1514,2025-07-01,PB,2025-07-24,,Não entregue,
1515,2025-07-01,PB,2025-07-24,,Não entregue,
1516,2025-07-01,PB,2025-07-01,2025-07-02,Entregue,Fora do Prazo
1517,2025-07-01,PB,2025-07-01,2025-07-02,Entregue,Fora do Prazo
1518,2025-07-01,BCA,2025-07-01,2025-07-02,Entregue,Fora do Prazo
1519,2025-07-02,GPM GPM,2025-07-02,2025-07-02,Entregue,Dentro do prazo
1520,2025-07-02,GPM GPM,2025-07-02,2025-07-02,Entregue,Dentro do prazo
1521,2025-07-02,GPM GPM,2025-07-03,2025-07-08,Entregue,Fora do Prazo
1522,2025-07-02,GPM GPM,2025-07-02,2025-07-03,Entregue,Fora do Prazo
1523,2025-07-02,GPM GPM,2025-07-02,2025-07-03,Entregue,Fora do Prazo
1524,2025-07-02,GPM GPM,2025-07-02,2025-07-03,Entregue,Fora do Prazo
1525,2025-07-02,MUL,2025-07-02,2025-07-03,Entregue,Fora do Prazo
1526,2025-07-02,MUL,2025-07-02,2025-07-03,Entregue,Fora do Prazo
1527,2025-07-02,MUL,2025-07-02,2025-07-07,Entregue,Fora do Prazo
1528,2025-07-02,MUL,2025-07-02,2025-07-03,Entregue,Fora do Prazo
1529,2025-07-02,MUL,2025-07-02,2025-07-03,Entregue,Fora do Prazo
1530,2025-07-02,MUL,2025-07-02,2025-07-03,Entregue,Fora do Prazo
1531,2025-07-02,MUL,2025-07-02,2025-07-03,Entregue,Fora do Prazo
1532,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1533,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1534,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1535,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1536,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1537,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1538,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1539,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1540,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1541,2025-07-02,MUL,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1542,2025-07-02,DLCA,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1543,2025-07-02,DLCA,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1544,2025-07-02,VC,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1545,2025-07-02,KTCN,2025-07-02,2025-07-04,Entregue,Fora do Prazo
1546,2025-07-03,KTCN,2025-07-05,,Não entregue,
1547,2025-07-03,KTCN,2025-07-05,,Não entregue,
1548,2025-07-03,TRE,2025-07-05,,Não entregue,
1549,2025-07-03,DSC,2025-07-05,,Não entregue,
1550,2025-07-03,BICIE,2025-07-05,,Não entregue,
1551,2025-07-03,PB,2025-07-03,,Não entregue,
1552,2025-07-03,STO,2025-07-05,,Não entregue,
1553,2025-07-03,PB,2025-07-05,,Não entregue,
1554,2025-07-03,CMMH,2025-07-05,,Não entregue,
1555,2025-07-03,BIP,2025-07-05,,Não entregue,
1556,2025-07-03,BM,2025-07-05,,Não entregue,
1557,2025-07-03,BM,2025-07-05,,Não entregue,
1558,2025-07-03,CHNS,2025-07-05,,Não entregue,
1559,2025-07-03,CHNS,2025-07-05,,Não entregue,
1560,2025-07-03,ACDMH,2025-07-05,,Não entregue,
1561,2025-07-03,DLCA,2025-07-05,,Não entregue,
1562,2025-07-03,DLCA,2025-07-05,,Não entregue,
1563,2025-07-03,DLCA,2025-07-03,2025-07-11,Entregue,Fora do Prazo
1564,2025-07-03,ILC,2025-07-03,2025-07-11,Entregue,Fora do Prazo
1565,2025-07-03,JOW,2025-07-07,2025-07-11,Entregue,Fora do Prazo
1566,2025-07-03,JOW,2025-07-21,,Não entregue,
1567,2025-07-03,JOW,2025-07-21,,Não entregue,
1568,2025-07-03,STO,2025-07-21,,Não entregue,
1569,2025-07-04,GPM GPM,2025-07-04,2025-07-07,Entregue,Fora do Prazo
1570,2025-07-04,MUL,2025-07-05,,Não entregue,
1571,2025-07-04,MUL,2025-07-05,,Não entregue,
1572,2025-07-04,PB,2025-07-04,2025-07-08,Entregue,Fora do Prazo
1573,2025-07-04,GPM GPM,2025-07-21,,Não entregue,
1574,2025-07-04,GPM GPM,2025-07-04,2025-07-07,Entregue,Fora do Prazo
1575,2025-07-04,GPM GPM,2025-07-09,2025-07-11,Entregue,Fora do Prazo
1576,2025-07-04,GPM GPM,2025-07-04,2025-07-07,Entregue,Fora do Prazo
1577,2025-07-04,GPM GPM,2025-07-27,,Não entregue,
1578,2025-07-04,GPM GPM,2025-07-27,,Não entregue,
1579,2025-07-04,GPM GPM,2025-07-27,,Não entregue,
1580,2025-07-04,GPM GPM,2025-07-04,2025-07-04,Entregue,Dentro do prazo
1581,2025-07-04,GPM GPM,2025-07-04,2025-07-04,Entregue,Dentro do prazo
1582,2025-07-04,PAS,2025-07-04,2025-07-11,Entregue,Fora do Prazo
1583,2025-07-04,STO,2025-07-09,2025-07-11,Entregue,Fora do Prazo
1584,2025-07-04,LCM,2025-07-09,2025-07-11,Entregue,Fora do Prazo
1585,2025-07-04,RMF,2025-07-09,2025-07-11,Entregue,Fora do Prazo
1586,2025-07-04,ACV,2025-07-04,2025-07-08,Entregue,Fora do Prazo
1587,2025-07-04,ACV,2025-07-04,2025-07-11,Entregue,Fora do Prazo
1588,2025-07-04,VC,2025-07-04,2025-07-11,Entregue,Fora do Prazo
1589,2025-07-04,VC,2025-07-04,2025-07-11,Entregue,Fora do Prazo
1590,2025-07-04,ACV,2025-07-04,2025-07-11,Entregue,Fora do Prazo
1591,2025-07-04,STO,2025-07-07,2025-07-09,Entregue,Fora do Prazo
1592,2025-07-04,STO,2025-07-04,,Não entregue,
1593,2025-07-04,MDMEC,2025-07-04,,Não entregue,
1594,2025-07-07,RIC,2025-07-07,2025-07-10,Entregue,Fora do Prazo
1595,2025-07-07,PIC,2025-07-07,2025-07-10,Entregue,Fora do Prazo
1596,2025-07-07,PIC,2025-07-07,2025-07-10,Entregue,Fora do Prazo
1597,2025-07-07,EST,2025-07-07,2025-07-10,Entregue,Fora do Prazo
1598,2025-07-07,RIC,2025-07-07,2025-07-10,Entregue,Fora do Prazo
1599,2025-07-07,RCSS,2025-07-07,2025-07-10,Entregue,Fora do Prazo
1600,2025-07-07,BCA,2025-07-07,2025-07-10,Entregue,Fora do Prazo
1601,2025-07-07,BCA,2025-07-07,2025-07-10,Entregue,Fora do Prazo
1602,2025-07-07,BCA,2025-07-07,2025-07-10,Entregue,Fora do Prazo
1603,2025-07-07,BCA,2025-07-07,2025-07-10,Entregue,Fora do Prazo
1604,2025-07-08,BCA,2025-07-08,2025-07-10,Entregue,Fora do Prazo
1605,2025-07-08,BICIE,2025-07-08,2025-07-10,Entregue,Fora do Prazo
1606,2025-07-08,VCZ,2025-07-08,2025-07-10,Entregue,Fora do Prazo
1607,2025-07-08,SRPA,2025-07-08,2025-07-10,Entregue,Fora do Prazo
1608,2025-07-08,SRPA,2025-07-10,2025-07-11,Entregue,Fora do Prazo
1609,2025-07-08,SWA,2025-07-11,,Não entregue,
1610,2025-07-08,SWA,2025-07-08,2025-07-10,Entregue,Fora do Prazo
1611,2025-07-08,SWA,2025-07-10,2025-07-11,Entregue,Fora do Prazo
1612,2025-07-08,BCA,2025-07-10,2025-07-11,Entregue,Fora do Prazo
1613,2025-07-08,ENICA,2025-07-10,2025-07-11,Entregue,Fora do Prazo
1614,2025-07-09,TOD,2025-07-09,,Não entregue,
1615,2025-07-09,TOD,2025-07-14,,Não entregue,
1616,2025-07-09,TOD,2025-07-14,,Não entregue,
1617,2025-07-09,TOD,2025-07-09,,Não entregue,
1618,2025-07-09,TOD,2025-07-09,,Não entregue,
1619,2025-07-09,HMC,2025-07-11,,Não entregue,
1620,2025-07-09,RCM,2025-07-27,,Não entregue,
1621,2025-07-10,SWA,2025-07-10,2025-07-10,Entregue,Dentro do prazo
1622,2025-07-10,SWA,2025-07-10,2025-07-10,Entregue,Dentro do prazo
1623,2025-07-10,SWA,2025-07-10,2025-07-10,Entregue,Dentro do prazo
1624,2025-07-10,MOLE,2025-07-10,2025-07-10,Entregue,Dentro do prazo
1625,2025-07-10,MOLE,2025-07-10,2025-07-10,Entregue,Dentro do prazo
1626,2025-07-10,MJA,2025-07-10,2025-07-10,Entregue,Dentro do prazo
1627,2025-07-10,TOD,2025-07-10,,Não entregue,
1628,2025-07-10,MUL,2025-07-10,,Não entregue,
1629,2025-07-10,PB,2025-07-10,,Não entregue,
1630,2025-07-10,PB,2025-07-10,,Não entregue,
1631,2025-07-10,PB,2025-07-10,,Não entregue,
1632,2025-07-10,PIN,2025-07-10,,Não entregue,
1633,2025-07-10,PB,2025-07-27,,Não entregue,
1634,2025-07-11,DCS,2025-07-11,,Não entregue,
1635,2025-07-11,MJA,2025-07-11,,Não entregue,
1636,2025-07-11,MJA,2025-07-11,,Não entregue,
1637,2025-07-11,TOD,2025-07-11,,Não entregue,
1638,2025-07-11,JPM,2025-07-11,,Não entregue,
1639,2025-07-11,MJA,2025-07-11,,Não entregue,
1640,2025-07-11,VC,2025-07-11,,Não entregue,
1641,2025-07-11,ALRT,2025-07-11,,Não entregue,
1642,2025-07-11,ALRT,2025-07-11,,Não entregue,
1643,2025-07-11,ALRT,2025-07-11,,Não entregue,
1644,2025-07-11,ALRT,2025-07-11,,Não entregue,
1645,2025-07-11,ALRT,2025-07-11,,Não entregue,
1646,2025-07-11,ALRT,2025-07-11,,Não entregue,
